athlete_name,gender,nationality,date,course,finish_time_seconds,year,age_at_race,known_shoe
Kenya Sonata,M,Japan,,tokyo,7643,2021,,super_shoe_unknown_brand
Shun Yuzawa,M,Japan,,tokyo,7651,2021,,super_shoe_unknown_brand
Kento Kikutani,M,Japan,,tokyo,7675,2021,,super_shoe_unknown_brand
Michael Githae,M,Kenya,,tokyo,7675,2021,,super_shoe_unknown_brand
Brigid Kosgei,W,Kenya,,tokyo,8162,2021,,super_shoe_unknown_brand
Ashete Bekere,W,Ethiopia,,tokyo,8278,2021,,super_shoe_unknown_brand
Gotytom Gebreslase,W,Ethiopia,,tokyo,8298,2021,,super_shoe_unknown_brand
Angela Tanui,W,Kenya,,tokyo,8322,2021,,super_shoe_unknown_brand
Hiwot Gebrekidan,W,Ethiopia,,tokyo,8350,2021,,super_shoe_unknown_brand
Mao Ichiyama,W,Japan,,tokyo,8462,2021,,super_shoe_unknown_brand
Hitomi Niiya,W,Japan,,tokyo,8477,2021,,super_shoe_unknown_brand
Sara Hall,W,United States,,tokyo,8576,2021,,super_shoe_unknown_brand
Helen Bekele Tola,W,Ethiopia,,tokyo,8673,2021,,super_shoe_unknown_brand
Kaori Morita,W,Japan,,tokyo,8858,2021,,super_shoe_unknown_brand
Eliud Kipchoge,M,Kenya,,tokyo,7360,2022,,super_shoe_unknown_brand
Amos Kipruto,M,Kenya,,tokyo,7393,2022,,super_shoe_unknown_brand
Tamirat Tola,M,Ethiopia,,tokyo,7454,2022,,super_shoe_unknown_brand
Kengo Suzuki,M,Japan,,tokyo,7528,2022,,super_shoe_unknown_brand
Shura Kitata,M,Ethiopia,,tokyo,7572,2022,,super_shoe_unknown_brand
Laban Korir,M,Kenya,,tokyo,7597,2022,,super_shoe_unknown_brand
Kenya Sonata,M,Japan,,tokyo,7643,2022,,super_shoe_unknown_brand
Shun Yuzawa,M,Japan,,tokyo,7651,2022,,super_shoe_unknown_brand
Kento Kikutani,M,Japan,,tokyo,7675,2022,,super_shoe_unknown_brand
Michael Githae,M,Kenya,,tokyo,7675,2022,,super_shoe_unknown_brand
Brigid Kosgei,W,Kenya,,tokyo,8162,2022,,super_shoe_unknown_brand
Ashete Bekere,W,Ethiopia,,tokyo,8278,2022,,super_shoe_unknown_brand
Gotytom Gebreslase,W,Ethiopia,,tokyo,8298,2022,,super_shoe_unknown_brand
Angela Tanui,W,Kenya,,tokyo,8322,2022,,super_shoe_unknown_brand
Hiwot Gebrekidan,W,Ethiopia,,tokyo,8350,2022,,super_shoe_unknown_brand
Mao Ichiyama,W,Japan,,tokyo,8462,2022,,super_shoe_unknown_brand
Hitomi Niiya,W,Japan,,tokyo,8477,2022,,super_shoe_unknown_brand
Sara Hall,W,United States,,tokyo,8576,2022,,super_shoe_unknown_brand
Helen Bekele Tola,W,Ethiopia,,tokyo,8673,2022,,super_shoe_unknown_brand
Kaori Morita,W,Japan,,tokyo,8858,2022,,super_shoe_unknown_brand
Deso Gelmisa,M,Ethiopia,,tokyo,7522,2023,,super_shoe_unknown_brand
Mohamed Esa,M,Ethiopia,,tokyo,7522,2023,,super_shoe_unknown_brand
Tsegaye Getachew,M,Ethiopia,,tokyo,7525,2023,,super_shoe_unknown_brand
Titus Kipruto,M,Kenya,,tokyo,7532,2023,,super_shoe_unknown_brand
Cameron Levins,M,Canada,,tokyo,7536,2023,,super_shoe_unknown_brand
Tadu Abate,M,Ethiopia,,tokyo,7538,2023,,super_shoe_unknown_brand
Ichitaka Yamashita,M,Japan,,tokyo,7551,2023,,super_shoe_unknown_brand
Kenya Sonota,M,Japan,,tokyo,7559,2023,,super_shoe_unknown_brand
Suguru Osako,M,Japan,,tokyo,7573,2023,,super_shoe_unknown_brand
Hiroto Inoue,M,Japan,,tokyo,7629,2023,,super_shoe_unknown_brand
Rosemary Wanjiru,W,Kenya,,tokyo,8188,2023,,super_shoe_unknown_brand
Tsehay Gemechu,W,Ethiopia,,tokyo,8216,2023,,super_shoe_unknown_brand
Ashete Bekere,W,Ethiopia,,tokyo,8351,2023,,super_shoe_unknown_brand
Workenesh Edesa,W,Ethiopia,,tokyo,8413,2023,,super_shoe_unknown_brand
Betsy Saina,W,United States,,tokyo,8500,2023,,super_shoe_unknown_brand
Mizuki Matsuda,W,Japan,,tokyo,8504,2023,,super_shoe_unknown_brand
Ai Hosoda,W,Japan,,tokyo,8528,2023,,super_shoe_unknown_brand
Lindsay Flanagan,W,United States,,tokyo,8768,2023,,super_shoe_unknown_brand
Kaori Morita,W,Japan,,tokyo,8791,2023,,super_shoe_unknown_brand
Yukari Abe,W,Japan,,tokyo,8900,2023,,super_shoe_unknown_brand
Benson Kipruto,M,Kenya,,tokyo,7336,2024,,super_shoe_unknown_brand
Timothy Kiplagat,M,Kenya,,tokyo,7375,2024,,super_shoe_unknown_brand
Vincent Kipkemoi,M,Kenya,,tokyo,7458,2024,,super_shoe_unknown_brand
Hailemaryam Kiros,M,Ethiopia,,tokyo,7543,2024,,super_shoe_unknown_brand
Tsegaye Getachew,M,Ethiopia,,tokyo,7585,2024,,super_shoe_unknown_brand
Bethwel Kibet,M,Kenya,,tokyo,7586,2024,,super_shoe_unknown_brand
Haimro Alame,M,Israel,,tokyo,7587,2024,,super_shoe_unknown_brand
Simon Kariuki,M,Kenya,,tokyo,7589,2024,,super_shoe_unknown_brand
Yusuke Nishiyama,M,Japan,,tokyo,7591,2024,,super_shoe_unknown_brand
Eliud Kipchoge,M,Kenya,,tokyo,7610,2024,,super_shoe_unknown_brand
Sutume Asefa Kebede,W,Ethiopia,,tokyo,8155,2024,,super_shoe_unknown_brand
Rosemary Wanjiru,W,Kenya,,tokyo,8174,2024,,super_shoe_unknown_brand
Amane Beriso,W,Ethiopia,,tokyo,8218,2024,,super_shoe_unknown_brand
Sifan Hassan,W,Netherlands,,tokyo,8285,2024,,super_shoe_unknown_brand
Betsy Saina,W,United States,,tokyo,8357,2024,,super_shoe_unknown_brand
Hitomi Niiya,W,Japan,,tokyo,8510,2024,,super_shoe_unknown_brand
Meseret Abebayahau,W,Ethiopia,,tokyo,8588,2024,,super_shoe_unknown_brand
Khishigsaikhan Galbadrakh,W,Mongolia,,tokyo,8792,2024,,super_shoe_unknown_brand
Tigist Abayechew,W,Ethiopia,,tokyo,8933,2024,,super_shoe_unknown_brand
Ayumi Morita,W,Japan,,tokyo,9098,2024,,super_shoe_unknown_brand
Gebregziabher Gebremariam,M,Ethiopia,,nyc,7694,2010,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,nyc,7758,2010,,pre_vaporfly
Moses Kigen Kipkosgei,M,Kenya,,nyc,7839,2010,,pre_vaporfly
James Kwambai,M,Kenya,,nyc,7891,2010,,pre_vaporfly
Meb Keflezighi,M,United States,,nyc,7898,2010,,pre_vaporfly
Marílson Gomes dos Santos,M,Brazil,,nyc,7911,2010,,pre_vaporfly
Dathan Ritzenhein,M,United States,,nyc,7953,2010,,pre_vaporfly
Abel Kirui,M,Kenya,,nyc,7981,2010,,pre_vaporfly
Abderrahime Bouramdane,M,Morocco,,nyc,8047,2010,,pre_vaporfly
Jorge Torres,M,United States,,nyc,8097,2010,,pre_vaporfly
Peter Kamais,M,Kenya,,nyc,8098,2010,,pre_vaporfly
Tim Nelson,M,United States,,nyc,8106,2010,,pre_vaporfly
Abdelkabir Saji,M,Morocco,,nyc,8195,2010,,pre_vaporfly
Dereje Hailegeorgis,M,Ethiopia,,nyc,8350,2010,,pre_vaporfly
Teklu Deneke,M,Ethiopia,,nyc,8363,2010,,pre_vaporfly
Matthew Downin,M,United States,,nyc,8441,2010,,pre_vaporfly
Fikadu Lemma,M,Ethiopia,,nyc,8447,2010,,pre_vaporfly
Bazu Worku,M,Ethiopia,,nyc,8537,2010,,pre_vaporfly
Filippo Lo Piccolo,M,Italy,,nyc,8590,2010,,pre_vaporfly
Odilon Cuautle,M,Mexico,,nyc,8643,2010,,pre_vaporfly
Edna Kiplagat,W,Kenya,,nyc,8900,2010,,pre_vaporfly
Shalane Flanagan,W,United States,,nyc,8920,2010,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,nyc,8941,2010,,pre_vaporfly
Kim Smith,W,New Zealand,,nyc,8968,2010,,pre_vaporfly
Christelle Daunay,W,France,,nyc,8969,2010,,pre_vaporfly
Lyudmila Petrova,W,Russia,,nyc,8981,2010,,pre_vaporfly
Caroline Rotich,W,Kenya,,nyc,8986,2010,,pre_vaporfly
Madaí Pérez,W,Mexico,,nyc,8993,2010,,pre_vaporfly
Bizunesh Deba,W,Ethiopia,,nyc,8995,2010,,pre_vaporfly
Katie McGregor,W,United States,,nyc,9061,2010,,pre_vaporfly
Teyba Erkesso,W,Ethiopia,,nyc,9066,2010,,pre_vaporfly
Mara Yamauchi,W,United Kingdom,,nyc,9098,2010,,pre_vaporfly
Derartu Tulu,W,Ethiopia,,nyc,9166,2010,,pre_vaporfly
Tatyana Pushkareva,W,Russia,,nyc,9245,2010,,pre_vaporfly
Salina Kosgei,W,Kenya,,nyc,9254,2010,,pre_vaporfly
Kathy Newberry,W,United States,,nyc,9323,2010,,pre_vaporfly
Claire Hallissey,W,United Kingdom,,nyc,9373,2010,,pre_vaporfly
Serena Burla,W,United States,,nyc,9426,2010,,pre_vaporfly
Alissa McKaig,W,United States,,nyc,9449,2010,,pre_vaporfly
Misiker Mekonen,W,Ethiopia,,nyc,9459,2010,,pre_vaporfly
Tatyana McFadden,W,United States,,nyc,7342,2010,,pre_vaporfly
Christina Ripp,W,United States,,nyc,7685,2010,,pre_vaporfly
Amanda McGrory,W,United States,,nyc,7782,2010,,pre_vaporfly
Diane Roy,W,Canada,,nyc,7910,2010,,pre_vaporfly
Sandra Graf,W,Switzerland,,nyc,7983,2010,,pre_vaporfly
Francesca Porcellato,W,Italy,,nyc,8123,2010,,pre_vaporfly
Shelly Woods,W,United Kingdom,,nyc,8125,2010,,pre_vaporfly
Sandra Hager,W,Switzerland,,nyc,8952,2010,,pre_vaporfly
Chantal Petitclerc,W,Canada,,nyc,9354,2010,,pre_vaporfly
Helene Hines,W,United States,,nyc,7336,2010,,pre_vaporfly
Minda Dentler,W,United States,,nyc,7768,2010,,pre_vaporfly
Jacqui Kapinowski,W,United States,,nyc,8044,2010,,pre_vaporfly
Margaret Sprouse,W,United States,,nyc,8549,2010,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,nyc,7506,2011,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,nyc,7588,2011,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,nyc,7634,2011,,pre_vaporfly
Gebregziabher Gebremariam,M,Ethiopia,,nyc,7680,2011,,pre_vaporfly
Jaouad Gharib,M,Morocco,,nyc,7706,2011,,pre_vaporfly
Meb Keflezighi,M,United States,,nyc,7753,2011,,pre_vaporfly
Abdellah Falil,M,Morocco,,nyc,7835,2011,,pre_vaporfly
Mathew Kisorio,M,Kenya,,nyc,7858,2011,,pre_vaporfly
Ed Moran,M,United States,,nyc,7907,2011,,pre_vaporfly
Viktor Röthlin,M,Switzerland,,nyc,7946,2011,,pre_vaporfly
Abdelkabir Saji,M,Morocco,,nyc,8027,2011,,pre_vaporfly
Juan Luis Barrios,M,Mexico,,nyc,8050,2011,,pre_vaporfly
Teklu Deneke,M,Ethiopia,,nyc,8180,2011,,pre_vaporfly
Bobby Curtis,M,United States,,nyc,8204,2011,,pre_vaporfly
Tesfaye Assefa,M,Ethiopia,,nyc,8364,2011,,pre_vaporfly
Abdelaziz Atmani,M,United States,,nyc,8376,2011,,pre_vaporfly
Bazu Worku,M,Ethiopia,,nyc,8422,2011,,pre_vaporfly
Fikadu Lemma,M,Ethiopia,,nyc,8441,2011,,pre_vaporfly
Rens Dekkers,M,Netherlands,,nyc,8568,2011,,pre_vaporfly
John Beattie,M,United Kingdom,,nyc,8623,2011,,pre_vaporfly
Firehiwot Dado,W,Ethiopia,,nyc,8595,2011,,pre_vaporfly
Bizunesh Deba,W,Ethiopia,,nyc,8599,2011,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,nyc,8618,2011,,pre_vaporfly
Ana Dulce Félix,W,Portugal,,nyc,8740,2011,,pre_vaporfly
Kim Smith,W,New Zealand,,nyc,8746,2011,,pre_vaporfly
Caroline Kilel,W,Kenya,,nyc,8757,2011,,pre_vaporfly
Caroline Rotich,W,Kenya,,nyc,8826,2011,,pre_vaporfly
Isabellah Andersson,W,Sweden,,nyc,8909,2011,,pre_vaporfly
Jo Pavey,W,United Kingdom,,nyc,8922,2011,,pre_vaporfly
Galina Bogomolova,W,Russia,,nyc,8943,2011,,pre_vaporfly
Misiker Mekonen,W,Ethiopia,,nyc,9100,2011,,pre_vaporfly
Molly Pritz,W,United States,,nyc,9112,2011,,pre_vaporfly
Werknesh Kidane,W,Ethiopia,,nyc,9188,2011,,pre_vaporfly
Alessandra Aguilar,W,Spain,,nyc,9188,2011,,pre_vaporfly
Serkalem Biset,W,Ethiopia,,nyc,9202,2011,,pre_vaporfly
Lauren Fleshman,W,United States,,nyc,9442,2011,,pre_vaporfly
Aziza Aliyu,W,Ethiopia,,nyc,9512,2011,,pre_vaporfly
Camille Herron,W,United States,,nyc,9606,2011,,pre_vaporfly
Jennifer Houck,W,United States,,nyc,9660,2011,,pre_vaporfly
Diane Nukuri,W,Burundi,,nyc,9681,2011,,pre_vaporfly
Edith Wolf,W,Switzerland,,nyc,7264,2011,,pre_vaporfly
Francesca Porcellato,W,Italy,,nyc,7749,2011,,pre_vaporfly
Christina Schwab,W,United States,,nyc,7855,2011,,pre_vaporfly
Sandra Hager,W,Switzerland,,nyc,8294,2011,,pre_vaporfly
Ashley Cooper,W,United States,,nyc,7708,2011,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,nyc,7704,2013,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,nyc,7755,2013,,pre_vaporfly
Lusapho April,M,South Africa,,nyc,7785,2013,,pre_vaporfly
Julius Arile,M,Kenya,,nyc,7803,2013,,pre_vaporfly
Stanley Biwott,M,Kenya,,nyc,7841,2013,,pre_vaporfly
Masato Imai,M,Japan,,nyc,7845,2013,,pre_vaporfly
Jackson Kiprop,M,Uganda,,nyc,7856,2013,,pre_vaporfly
Peter Cheruiyot Kirui,M,Kenya,,nyc,7883,2013,,pre_vaporfly
Wesley Korir,M,Kenya,,nyc,7894,2013,,pre_vaporfly
Daniele Meucci,M,Italy,,nyc,7923,2013,,pre_vaporfly
Yuki Kawauchi,M,Japan,,nyc,7949,2013,,pre_vaporfly
Stephen Kiprotich,M,Uganda,,nyc,7985,2013,,pre_vaporfly
Ryan Vail,M,United States,,nyc,8003,2013,,pre_vaporfly
Jeffrey Eggleston,M,United States,,nyc,8195,2013,,pre_vaporfly
Bouabdellah Tahri,M,France,,nyc,8296,2013,,pre_vaporfly
Khalid En Guady,M,Morocco,,nyc,8523,2013,,pre_vaporfly
Radosław Dudycz,M,Poland,,nyc,8527,2013,,pre_vaporfly
Junior Jovadir,M,Brazil,,nyc,8555,2013,,pre_vaporfly
Tesfaye Assefa,M,Ethiopia,,nyc,8558,2013,,pre_vaporfly
Christian Thompson,M,United States,,nyc,8568,2013,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,nyc,8707,2013,,pre_vaporfly
Bizunesh Deba,W,Ethiopia,,nyc,8756,2013,,pre_vaporfly
Jeļena Prokopčuka,W,Latvia,,nyc,8867,2013,,pre_vaporfly
Christelle Daunay,W,France,,nyc,8894,2013,,pre_vaporfly
Valeria Straneo,W,Italy,,nyc,8902,2013,,pre_vaporfly
Kim Smith,W,New Zealand,,nyc,8929,2013,,pre_vaporfly
Sabrina Mockenhaupt,W,Germany,,nyc,8950,2013,,pre_vaporfly
Tigist Tufa,W,Ethiopia,,nyc,8964,2013,,pre_vaporfly
Edna Kiplagat,W,Kenya,,nyc,9004,2013,,pre_vaporfly
Diane Nukuri,W,Burundi,,nyc,9009,2013,,pre_vaporfly
Risa Shigetomo,W,Japan,,nyc,9114,2013,,pre_vaporfly
Lisa Nemec,W,Croatia,,nyc,9289,2013,,pre_vaporfly
Adriana Nelson,W,United States,,nyc,9305,2013,,pre_vaporfly
Firehiwot Dado,W,Ethiopia,,nyc,9486,2013,,pre_vaporfly
Kathleen DiCamillo,W,United States,,nyc,9603,2013,,pre_vaporfly
Aziza Aliyu,W,Ethiopia,,nyc,9627,2013,,pre_vaporfly
Vera Monica Nunes †,W,Portugal,,nyc,9676,2013,,pre_vaporfly
Mattie Suver,W,United States,,nyc,9678,2013,,pre_vaporfly
Yolanda Caballero,W,Colombia,,nyc,9683,2013,,pre_vaporfly
Amy Cragg,W,United States,,nyc,9770,2013,,pre_vaporfly
Wakako Tsuchida,W,Japan,,nyc,7374,2013,,pre_vaporfly
Manuela Schär,W,Switzerland,,nyc,7433,2013,,pre_vaporfly
Amanda McGrory,W,United States,,nyc,7506,2013,,pre_vaporfly
Susannah Scaroni,W,United States,,nyc,7507,2013,,pre_vaporfly
Christie Dawes,W,Australia,,nyc,7577,2013,,pre_vaporfly
Shirley Reilly,W,United States,,nyc,7870,2013,,pre_vaporfly
Shelly Woods,W,United States,,nyc,8071,2013,,pre_vaporfly
Chelsea McClammer,W,United States,,nyc,8455,2013,,pre_vaporfly
Diane Roy,W,Canada,,nyc,8740,2013,,pre_vaporfly
Minda Dentler,W,United States,,nyc,7548,2013,,pre_vaporfly
Helene Hines,W,United States,,nyc,8041,2013,,pre_vaporfly
Ashli Molinero,W,United States,,nyc,8075,2013,,pre_vaporfly
Kerstin Abele,W,Germany,,nyc,9376,2013,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,nyc,7859,2014,,pre_vaporfly
Lelisa Desisa,M,Ethiopia,,nyc,7866,2014,,pre_vaporfly
Gebregziabher Gebremariam,M,Ethiopia,,nyc,7933,2014,,pre_vaporfly
Meb Keflezighi,M,United States,,nyc,7998,2014,,pre_vaporfly
Stephen Kiprotich,M,Uganda,,nyc,8005,2014,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,nyc,8024,2014,,pre_vaporfly
Masato Imai,M,Japan,,nyc,8076,2014,,pre_vaporfly
Peter Cheruiyot Kirui,M,Kenya,,nyc,8091,2014,,pre_vaporfly
Ryan Vail,M,United States,,nyc,8108,2014,,pre_vaporfly
Nicholas Arciniaga,M,United States,,nyc,8139,2014,,pre_vaporfly
Yuki Kawauchi,M,Japan,,nyc,8201,2014,,pre_vaporfly
Lusapho April,M,South Africa,,nyc,8210,2014,,pre_vaporfly
Birhanu Dare,M,Ethiopia,,nyc,8304,2014,,pre_vaporfly
Micah Kogo,M,Kenya,,nyc,8316,2014,,pre_vaporfly
Danilo Goffi,M,Italy,,nyc,8384,2014,,pre_vaporfly
Stephen Shay,M,United States,,nyc,8387,2014,,pre_vaporfly
Michael Kipyego,M,Kenya,,nyc,8400,2014,,pre_vaporfly
Abebe Negash,M,Ethiopia,,nyc,8415,2014,,pre_vaporfly
Harbert Okuti,M,Uganda,,nyc,8554,2014,,pre_vaporfly
Aron Rono,M,United States,,nyc,8610,2014,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,nyc,8707,2014,,pre_vaporfly
Jemima Sumgong,W,Kenya,,nyc,8710,2014,,pre_vaporfly
Sara Moreira,W,Portugal,,nyc,8760,2014,,pre_vaporfly
Jeļena Prokopčuka,W,Latvia,,nyc,8775,2014,,pre_vaporfly
Desiree Linden,W,United States,,nyc,8891,2014,,pre_vaporfly
Firehiwot Dado,W,Ethiopia,,nyc,8916,2014,,pre_vaporfly
Valeria Straneo,W,Italy,,nyc,8964,2014,,pre_vaporfly
Bizunesh Deba,W,Ethiopia,,nyc,9100,2014,,pre_vaporfly
Annie Bersagel,W,United States,,nyc,9182,2014,,pre_vaporfly
Deena Kastor,W,United States,,nyc,9198,2014,,pre_vaporfly
Ana Dulce Félix,W,Portugal,,nyc,9333,2014,,pre_vaporfly
Edna Kiplagat,W,Kenya,,nyc,9384,2014,,pre_vaporfly
Kara Goucher,W,United States,,nyc,9423,2014,,pre_vaporfly
Lauren Kleppin,W,United States,,nyc,9553,2014,,pre_vaporfly
Alia Gray,W,United States,,nyc,9583,2014,,pre_vaporfly
Marcella Klimek,W,United States,,nyc,9600,2014,,pre_vaporfly
Hilary Dionne,W,United States,,nyc,9654,2014,,pre_vaporfly
Shelly Woods,W,United States,,nyc,7395,2014,,pre_vaporfly
Chelsea McClammer,W,United States,,nyc,7397,2014,,pre_vaporfly
Arielle Rausin,W,United States,,nyc,7927,2014,,pre_vaporfly
Helene Hines,W,United States,,nyc,7485,2014,,pre_vaporfly
Ashli Molinero,W,United States,,nyc,7650,2014,,pre_vaporfly
Stanley Biwott,M,Kenya,,nyc,7834,2015,,pre_vaporfly
Geoffrey Kamworor,M,Kenya,,nyc,7848,2015,,pre_vaporfly
Lelisa Desisa,M,Ethiopia,,nyc,7930,2015,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,nyc,7965,2015,,pre_vaporfly
Yemane Tsegay,M,Ethiopia,,nyc,8004,2015,,pre_vaporfly
Yuki Kawauchi,M,Japan,,nyc,8009,2015,,pre_vaporfly
Meb Keflezighi,M,United States,,nyc,8012,2015,,pre_vaporfly
Craig Leon,M,United States,,nyc,8116,2015,,pre_vaporfly
Birhanu Dare,M,Ethiopia,,nyc,8140,2015,,pre_vaporfly
Kevin Chelimo,M,Kenya,,nyc,8149,2015,,pre_vaporfly
Andrea Lalli,M,Italy,,nyc,8232,2015,,pre_vaporfly
Juan Luis Barrios,M,Mexico,,nyc,8286,2015,,pre_vaporfly
Diriba Yigezu,M,Ethiopia,,nyc,8362,2015,,pre_vaporfly
Abebe Negash,M,Ethiopia,,nyc,8430,2015,,pre_vaporfly
Tim Chichester,M,United States,,nyc,8487,2015,,pre_vaporfly
Nicholas Arciniaga,M,United States,,nyc,8527,2015,,pre_vaporfly
Khalid En Guady,M,Morocco,,nyc,8593,2015,,pre_vaporfly
Carmine Buccilli,M,Italy,,nyc,8628,2015,,pre_vaporfly
Abu Diriba,M,Ethiopia,,nyc,8670,2015,,pre_vaporfly
Kojo Kyereme,M,United Kingdom,,nyc,8777,2015,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,nyc,8665,2015,,pre_vaporfly
Aselefech Mergia,W,Ethiopia,,nyc,8732,2015,,pre_vaporfly
Tigist Tufa,W,Ethiopia,,nyc,8750,2015,,pre_vaporfly
Sara Moreira,W,Portugal,,nyc,8753,2015,,pre_vaporfly
Christelle Daunay,W,France,,nyc,8817,2015,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,nyc,8823,2015,,pre_vaporfly
Laura Thweatt,W,United States,,nyc,8903,2015,,pre_vaporfly
Jeļena Prokopčuka,W,Latvia,,nyc,8926,2015,,pre_vaporfly
Anna Incerti,W,Italy,,nyc,9193,2015,,pre_vaporfly
Caroline Rotich,W,Kenya,,nyc,9199,2015,,pre_vaporfly
Rocío Cántara †,W,Peru,,nyc,9425,2015,,pre_vaporfly
Cassie Fien,W,Australia,,nyc,9533,2015,,pre_vaporfly
Teresa McWalters,W,United States,,nyc,9637,2015,,pre_vaporfly
Marisol Romero,W,Mexico,,nyc,9710,2015,,pre_vaporfly
Beverly Ramos,W,Puerto Rico,,nyc,9716,2015,,pre_vaporfly
Emma Nordling †,W,Sweden,,nyc,9809,2015,,pre_vaporfly
Ding Changqin,W,China,,nyc,9842,2015,,pre_vaporfly
Caroline Wöstmann,W,South Africa,,nyc,9866,2015,,pre_vaporfly
Diane Roy,W,Canada,,nyc,7213,2015,,pre_vaporfly
Arielle Rausin,W,United States,,nyc,7481,2015,,pre_vaporfly
Hannah Babalola,W,Nigeria,,nyc,8291,2015,,pre_vaporfly
Helene Hines,W,United States,,nyc,7332,2015,,pre_vaporfly
Ashli Molinero,W,United States,,nyc,7616,2015,,pre_vaporfly
Ghirmay Ghebreslassie,M,Eritrea,,nyc,7671,2016,,pre_vaporfly
Lucas Rotich,M,Kenya,,nyc,7733,2016,,pre_vaporfly
Abdihakem Abdirahman,M,United States,,nyc,7883,2016,,pre_vaporfly
Hiroyuki Yamamoto,M,Japan,,nyc,7909,2016,,pre_vaporfly
Shadrack Kiptoo Biwott,M,United States,,nyc,7921,2016,,pre_vaporfly
Tadesse Yae Dabi,M,Ethiopia,,nyc,7986,2016,,pre_vaporfly
Moses Ndiema Kipsiro,M,Uganda,,nyc,8058,2016,,pre_vaporfly
Tyler Pennell,M,United States,,nyc,8109,2016,,pre_vaporfly
Benjamin Payne,M,United States,,nyc,8146,2016,,pre_vaporfly
Patrick Smyth,M,United States,,nyc,8194,2016,,pre_vaporfly
Craig Leon,M,United States,,nyc,8234,2016,,pre_vaporfly
Bado Musa Ido,M,Ethiopia,,nyc,8277,2016,,pre_vaporfly
Christo Landry,M,United States,,nyc,8354,2016,,pre_vaporfly
Brendan Martin,M,United States,,nyc,8374,2016,,pre_vaporfly
Guteta Senbeto,M,Ethiopia,,nyc,8401,2016,,pre_vaporfly
Mariano Mastromarino,M,Argentina,,nyc,8408,2016,,pre_vaporfly
Matthew Llano,M,United States,,nyc,8415,2016,,pre_vaporfly
Worknesh Seyoum,M,Ethiopia,,nyc,8454,2016,,pre_vaporfly
Timothy Ritchie,M,United States,,nyc,8469,2016,,pre_vaporfly
Harbert Okuti,M,Uganda,,nyc,8487,2016,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,nyc,8666,2016,,pre_vaporfly
Sally Kipyego,W,Kenya,,nyc,8881,2016,,pre_vaporfly
Molly Huddle,W,United States,,nyc,8893,2016,,pre_vaporfly
Joyce Chepkirui,W,Kenya,,nyc,8948,2016,,pre_vaporfly
Diane Nukuri,W,Burundi,,nyc,9184,2016,,pre_vaporfly
Aselefech Mergia,W,Ethiopia,,nyc,9208,2016,,pre_vaporfly
Lanni Marchant,W,Canada,,nyc,9230,2016,,pre_vaporfly
Neely Spence Gracey,W,United States,,nyc,9295,2016,,pre_vaporfly
Sara Hall,W,United States,,nyc,9372,2016,,pre_vaporfly
Ayantu Dakebo Hailemaryam,W,Ethiopia,,nyc,9427,2016,,pre_vaporfly
Esther Atkins,W,United States,,nyc,9431,2016,,pre_vaporfly
Dorothy McMahon,W,United States,,nyc,9526,2016,,pre_vaporfly
Kellys Arias,W,Colombia,,nyc,9554,2016,,pre_vaporfly
Gwen Jorgensen,W,United States,,nyc,9661,2016,,pre_vaporfly
Laura Manninen,W,Finland,,nyc,9668,2016,,pre_vaporfly
Kimberly Conley,W,United States,,nyc,9698,2016,,pre_vaporfly
Kelly Calway †,W,United States,,nyc,9759,2016,,pre_vaporfly
Katrina Gerhard,W,United States,,nyc,7382,2016,,pre_vaporfly
Jade Jones-Hall,W,United Kingdom,,nyc,7396,2016,,pre_vaporfly
Arielle Rausin,W,United States,,nyc,7987,2016,,pre_vaporfly
Mel Nicholls,W,United Kingdom,,nyc,7990,2016,,pre_vaporfly
Tiffiney Perry,W,New Zealand,,nyc,7438,2016,,pre_vaporfly
Helene Hines,W,United States,,nyc,8646,2016,,pre_vaporfly
Geoffrey Kamworor,M,Kenya,,nyc,7853,2017,,vaporfly_4
Wilson Kipsang Kiprotich,M,Kenya,,nyc,7856,2017,,vaporfly_4
Lelisa Desisa,M,Ethiopia,,nyc,7892,2017,,vaporfly_4
Lemi Berhanu Hayle,M,Ethiopia,,nyc,7912,2017,,vaporfly_4
Tadesse Abraham,M,Switzerland,,nyc,7921,2017,,vaporfly_4
Michel Butter,M,Netherlands,,nyc,7959,2017,,vaporfly_4
Abdihakem Abdirahman,M,United States,,nyc,7968,2017,,vaporfly_4
Koen Naert,M,Belgium,,nyc,8001,2017,,vaporfly_4
