athlete_name,gender,nationality,date,course,finish_time_seconds,year,age_at_race,known_shoe
Feyse Tadese,W,Ethiopia,,london,8502,2014,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,london,8601,2014,,pre_vaporfly
Jéssica Augusto,W,Portugal,,london,8665,2014,,pre_vaporfly
Ana Dulce Félix,W,Portugal,,london,8806,2014,,pre_vaporfly
Tiki Gelana,W,Ethiopia,,london,8818,2014,,pre_vaporfly
Lyudmyla Kovalenko,W,Ukraine,,london,9091,2014,,pre_vaporfly
Yuko Shimizu,W,Japan,,london,9120,2014,,pre_vaporfly
Diane Nukuri,W,Burundi,,london,9181,2014,,pre_vaporfly
Nicola Duncan †,W,Ireland,,london,9208,2014,,pre_vaporfly
Amy Whitehead,W,United Kingdom,,london,9260,2014,,pre_vaporfly
Emma Stepto,W,United Kingdom,,london,9365,2014,,pre_vaporfly
Julie Briscoe †,W,United Kingdom,,london,9583,2014,,pre_vaporfly
Sara Bird †,W,United Kingdom,,london,9595,2014,,pre_vaporfly
Hayley Munn †,W,United Kingdom,,london,9635,2014,,pre_vaporfly
Shona Fletcher †,W,United Kingdom,,london,9899,2014,,pre_vaporfly
Sarah Piercy,W,United Kingdom,,london,8848,2014,,pre_vaporfly
Martyna Snopek,W,United Kingdom,,london,9781,2014,,pre_vaporfly
Eliud Kipchoge,M,Kenya,,london,7482,2015,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,london,7487,2015,,pre_vaporfly
Dennis Kipruto Kimetto,M,Kenya,,london,7550,2015,,pre_vaporfly
Stanley Biwott,M,Kenya,,london,7601,2015,,pre_vaporfly
Tilahun Regassa,M,Ethiopia,,london,7636,2015,,pre_vaporfly
Sammy Kitwara,M,Kenya,,london,7663,2015,,pre_vaporfly
Javier Guerra,M,Spain,,london,7773,2015,,pre_vaporfly
Ghebrezgiabhier Kibrom,M,Eritrea,,london,7776,2015,,pre_vaporfly
Aleksey Reunkov,M,Russia,,london,7810,2015,,pre_vaporfly
Serhiy Lebid,M,Ukraine,,london,7821,2015,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,london,7854,2015,,pre_vaporfly
Michael Shelley,M,Australia,,london,7879,2015,,pre_vaporfly
Scott Overall,M,United Kingdom,,london,7993,2015,,pre_vaporfly
Anuradha Cooray,M,Sri Lanka,,london,8027,2015,,pre_vaporfly
Koen Raymaekers,M,Netherlands,,london,8065,2015,,pre_vaporfly
Hermano Ferreira,M,Portugal,,london,8153,2015,,pre_vaporfly
Matthew Hynes,M,United Kingdom,,london,8160,2015,,pre_vaporfly
Bekir Karayel,M,Turkey,,london,8166,2015,,pre_vaporfly
Christian Kreienbühl,M,Switzerland,,london,8220,2015,,pre_vaporfly
Aaron Scott,M,United Kingdom,,london,8449,2015,,pre_vaporfly
Tigist Tufa,W,Ethiopia,,london,8602,2015,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,london,8620,2015,,pre_vaporfly
Tirfi Tsegaye,W,Ethiopia,,london,8621,2015,,pre_vaporfly
Aselefech Mergia,W,Ethiopia,,london,8633,2015,,pre_vaporfly
Florence Kiplagat,W,Kenya,,london,8655,2015,,pre_vaporfly
Jemima Sumgong,W,Kenya,,london,8663,2015,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,london,8701,2015,,pre_vaporfly
Ana Dulce Félix,W,Portugal,,london,8715,2015,,pre_vaporfly
Volha Mazuronak,W,Belarus,,london,8736,2015,,pre_vaporfly
Edna Kiplagat,W,Kenya,,london,8836,2015,,pre_vaporfly
Iwona Lewandowska,W,Poland,,london,8867,2015,,pre_vaporfly
Diane Nukuri,W,Burundi,,london,8870,2015,,pre_vaporfly
Tatyana Petrova Arkhipova,W,Russia,,london,8922,2015,,pre_vaporfly
Alessandra Aguilar,W,Spain,,london,8985,2015,,pre_vaporfly
Sonia Samuels,W,United Kingdom,,london,9106,2015,,pre_vaporfly
Mary Davies,W,New Zealand,,london,9262,2015,,pre_vaporfly
Emma Stepto,W,United Kingdom,,london,9341,2015,,pre_vaporfly
Rebecca Robinson,W,United Kingdom,,london,9411,2015,,pre_vaporfly
Chelsea McClammer,W,United States,,london,7351,2015,,pre_vaporfly
Sarah Piercy,W,United Kingdom,,london,8445,2015,,pre_vaporfly
Martyna Snopek,W,United Kingdom,,london,8800,2015,,pre_vaporfly
Eliud Kipchoge,M,Kenya,,london,7385,2016,,pre_vaporfly
Stanley Biwott,M,Kenya,,london,7431,2016,,pre_vaporfly
Kenenisa Bekele,M,Ethiopia,,london,7596,2016,,pre_vaporfly
Ghirmay Ghebreslassie,M,Eritrea,,london,7666,2016,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,london,7672,2016,,pre_vaporfly
Tilahun Regassa,M,Ethiopia,,london,7787,2016,,pre_vaporfly
Sisay Lemma,M,Ethiopia,,london,7845,2016,,pre_vaporfly
Callum Hawkins,M,United Kingdom,,london,7852,2016,,pre_vaporfly
Dennis Kipruto Kimetto,M,Kenya,,london,7904,2016,,pre_vaporfly
Ghebrezgiabhier Kibrom,M,Eritrea,,london,7916,2016,,pre_vaporfly
Yuki Sato,M,Japan,,london,7934,2016,,pre_vaporfly
Tsegai Tewelde,M,United Kingdom,,london,7943,2016,,pre_vaporfly
Vitaliy Shafar,M,Ukraine,,london,7956,2016,,pre_vaporfly
Derek Hawkins,M,United Kingdom,,london,7977,2016,,pre_vaporfly
Serhiy Lebid,M,Ukraine,,london,8047,2016,,pre_vaporfly
Chris Thompson,M,United Kingdom,,london,8105,2016,,pre_vaporfly
Matthew Bond,M,United Kingdom,,london,8132,2016,,pre_vaporfly
Robbie Simpson,M,United Kingdom,,london,8138,2016,,pre_vaporfly
Lee Merrien,M,Guernsey,,london,8202,2016,,pre_vaporfly
Sean Hehir,M,Ireland,,london,8243,2016,,pre_vaporfly
Paul Martelletti,M,United Kingdom,,london,8250,2016,,pre_vaporfly
Andrew Davies,M,United Kingdom,,london,8265,2016,,pre_vaporfly
Robyn Watson,M,Canada,,london,8325,2016,,pre_vaporfly
Thomas Frazer,M,Ireland,,london,8361,2016,,pre_vaporfly
Aaron Scott,M,United Kingdom,,london,8362,2016,,pre_vaporfly
Ben Moreau,M,United Kingdom,,london,8383,2016,,pre_vaporfly
José Antonio Uribe Marino,M,Mexico,,london,8421,2016,,pre_vaporfly
Stephen Scullion,M,United Kingdom,,london,8439,2016,,pre_vaporfly
Steve Way,M,United Kingdom,,london,8454,2016,,pre_vaporfly
Thomas Payn,M,United Kingdom,,london,8485,2016,,pre_vaporfly
Jemima Sumgong,W,Kenya,,london,8578,2016,,pre_vaporfly
Tigist Tufa,W,Ethiopia,,london,8583,2016,,pre_vaporfly
Florence Kiplagat,W,Kenya,,london,8619,2016,,pre_vaporfly
Volha Mazuronak,W,Belarus,,london,8634,2016,,pre_vaporfly
Aselefech Mergia,W,Ethiopia,,london,8637,2016,,pre_vaporfly
Mare Dibaba,W,Ethiopia,,london,8649,2016,,pre_vaporfly
Feyse Tadese,W,Ethiopia,,london,8703,2016,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,london,8847,2016,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,london,8910,2016,,pre_vaporfly
Jéssica Augusto,W,Portugal,,london,8933,2016,,pre_vaporfly
Katarzyna Kowalska,W,Poland,,london,8987,2016,,pre_vaporfly
Sara Hall,W,United States,,london,9006,2016,,pre_vaporfly
Alyson Dixon,W,United Kingdom,,london,9112,2016,,pre_vaporfly
Sonia Samuels,W,United Kingdom,,london,9120,2016,,pre_vaporfly
Irvette van Zyl,W,South Africa,,london,9140,2016,,pre_vaporfly
Charlotte Purdue,W,United Kingdom,,london,9168,2016,,pre_vaporfly
Tracy Barlow †,W,United Kingdom,,london,9205,2016,,pre_vaporfly
Cassie Fien,W,Australia,,london,9216,2016,,pre_vaporfly
Christina Muir †,W,United Kingdom,,london,9462,2016,,pre_vaporfly
Freya Murray,W,United Kingdom,,london,9472,2016,,pre_vaporfly
Hayley Munn †,W,United Kingdom,,london,9493,2016,,pre_vaporfly
Georgie Bruinvels †,W,United Kingdom,,london,9500,2016,,pre_vaporfly
René Kalmer,W,South Africa,,london,9584,2016,,pre_vaporfly
Nikki Emerson,W,United Kingdom,,london,8440,2016,,pre_vaporfly
Martyna Snopek,W,Poland,,london,9583,2016,,pre_vaporfly
Daniel Wanjiru,M,Kenya,,london,7548,2017,,vaporfly_4
Kenenisa Bekele,M,Ethiopia,,london,7557,2017,,vaporfly_4
Bedan Karoki Muchiri,M,Kenya,,london,7661,2017,,vaporfly_4
Abel Kirui,M,Kenya,,london,7665,2017,,vaporfly_4
Alphonce Simbu,M,Tanzania,,london,7750,2017,,vaporfly_4
Ghirmay Ghebreslassie,M,Eritrea,,london,7797,2017,,vaporfly_4
Assefa Mengistu,M,Ethiopia,,london,7804,2017,,vaporfly_4
Amanuel Mesel,M,Eritrea,,london,7844,2017,,vaporfly_4
Javier Guerra,M,Spain,,london,7855,2017,,vaporfly_4
Michael Shelley,M,Australia,,london,7898,2017,,vaporfly_4
Ayad Lamdassem,M,Spain,,london,7950,2017,,vaporfly_4
Feyisa Lilesa,M,Ethiopia,,london,8052,2017,,vaporfly_4
Ghebrezgiabhier Kibrom,M,Eritrea,,london,8092,2017,,vaporfly_4
Josh Griffiths,M,United Kingdom,,london,8094,2017,,vaporfly_4
Abdellatif Meftah,M,France,,london,8095,2017,,vaporfly_4
Robbie Simpson,M,United Kingdom,,london,8104,2017,,vaporfly_4
Andrew Davies,M,United Kingdom,,london,8111,2017,,vaporfly_4
Tesfaye Abera,M,Ethiopia,,london,8169,2017,,vaporfly_4
Sean Hehir,M,Ireland,,london,8183,2017,,vaporfly_4
Jesús Arturo Esparza,M,Mexico,,london,8198,2017,,vaporfly_4
Scott Overall,M,United Kingdom,,london,8214,2017,,vaporfly_4
Kevin Seaward,M,Ireland,,london,8228,2017,,vaporfly_4
Matthew Sharp,M,United Kingdom,,london,8270,2017,,vaporfly_4
Aaron Scott,M,United Kingdom,,london,8271,2017,,vaporfly_4
Stephen Scullion,M,United Kingdom,,london,8285,2017,,vaporfly_4
Jonathan Thewlis,M,United Kingdom,,london,8292,2017,,vaporfly_4
Tesama Moogas,M,Israel,,london,8313,2017,,vaporfly_4
Mick Clohisey,M,Ireland,,london,8314,2017,,vaporfly_4
Jonathan Mellor,M,United Kingdom,,london,8328,2017,,vaporfly_4
Tilahun Regassa,M,Ethiopia,,london,8333,2017,,vaporfly_4
Mary Jepkosgei Keitany,W,Kenya,,london,8221,2017,,vaporfly_4
Tirunesh Dibaba,W,Ethiopia,,london,8276,2017,,vaporfly_4
Aselefech Mergia,W,Ethiopia,,london,8588,2017,,vaporfly_4
Vivian Cheruiyot,W,Kenya,,london,8630,2017,,vaporfly_4
Lisa Jane Weightman,W,Australia,,london,8715,2017,,vaporfly_4
Laura Thweatt,W,United States,,london,8738,2017,,vaporfly_4
Helah Kiprop,W,Kenya,,london,8739,2017,,vaporfly_4
Tigist Tufa,W,Ethiopia,,london,8752,2017,,vaporfly_4
Florence Kiplagat,W,Kenya,,london,8785,2017,,vaporfly_4
Jessica Trengove,W,Australia,,london,8821,2017,,vaporfly_4
Aberu Kebede,W,Ethiopia,,london,8847,2017,,vaporfly_4
Diana Lobačevskė,W,Lithuania,,london,8928,2017,,vaporfly_4
Kellyn Taylor,W,United States,,london,8931,2017,,vaporfly_4
Alyson Dixon,W,United Kingdom,,london,8946,2017,,vaporfly_4
Charlotte Purdue,W,United Kingdom,,london,8963,2017,,vaporfly_4
Tracy Barlow,W,United Kingdom,,london,9042,2017,,vaporfly_4
Andrea Deelstra,W,Netherlands,,london,9092,2017,,vaporfly_4
Tish Jones,W,United Kingdom,,london,9236,2017,,vaporfly_4
Melanie Panayiotou,W,Australia,,london,9325,2017,,vaporfly_4
Hanna Vandenbussche,W,Belgium,,london,9448,2017,,vaporfly_4
Susan Partridge,W,United Kingdom,,london,9471,2017,,vaporfly_4
Jenny Spink,W,United Kingdom,,london,9491,2017,,vaporfly_4
Casey Wood,W,Australia,,london,9567,2017,,vaporfly_4
Laura Graham,W,Ireland,,london,9758,2017,,vaporfly_4
Krista DuChene,W,Canada,,london,9811,2017,,vaporfly_4
Diane Roy,W,Canada,,london,7205,2017,,vaporfly_4
Martyna Snopek,W,United Kingdom,,london,9340,2017,,vaporfly_4
Eliud Kipchoge,M,Kenya,,london,7457,2018,,vaporfly_4
Shura Kitata Tola,M,Ethiopia,,london,7489,2018,,vaporfly_4
Mo Farah,M,United Kingdom,,london,7581,2018,,vaporfly_4
Abel Kirui,M,Kenya,,london,7627,2018,,vaporfly_4
Bedan Karoki Muchiri,M,Kenya,,london,7714,2018,,vaporfly_4
Kenenisa Bekele,M,Ethiopia,,london,7733,2018,,vaporfly_4
Lawrence Cherono,M,Kenya,,london,7765,2018,,vaporfly_4
Daniel Wanjiru,M,Kenya,,london,7835,2018,,vaporfly_4
Amanuel Mesel,M,Eritrea,,london,7912,2018,,vaporfly_4
Yohanes Ghebregergis,M,Eritrea,,london,7929,2018,,vaporfly_4
Ihor Olefirenko,M,Ukraine,,london,8106,2018,,vaporfly_4
Stephen Scullion,M,Ireland,,london,8155,2018,,vaporfly_4
Fernando Cabada,M,United States,,london,8259,2018,,vaporfly_4
Jonathan Mellor,M,United Kingdom,,london,8275,2018,,vaporfly_4
Sam Chelanga,M,United States,,london,8477,2018,,vaporfly_4
Tatsunori Hamasaki,M,Japan,,london,8742,2018,,vaporfly_4
Guye Adola,M,Ethiopia,,london,9155,2018,,vaporfly_4
Matt Clowes,M,United Kingdom,,london,9796,2018,,vaporfly_4
Vivian Cheruiyot,W,Kenya,,london,8311,2018,,vaporfly_4
Brigid Kosgei,W,Kenya,,london,8413,2018,,vaporfly_4
Tadelech Bekele,W,Ethiopia,,london,8500,2018,,vaporfly_4
Gladys Cherono Kiprono,W,Kenya,,london,8650,2018,,vaporfly_4
Mary Jepkosgei Keitany,W,Kenya,,london,8667,2018,,vaporfly_4
Rose Chelimo,W,Bahrain,,london,8763,2018,,vaporfly_4
Mare Dibaba,W,Ethiopia,,london,8865,2018,,vaporfly_4
Lily Partridge,W,United Kingdom,,london,8964,2018,,vaporfly_4
Tracy Barlow,W,United Kingdom,,london,9129,2018,,vaporfly_4
Stephanie Bruce,W,United States,,london,9148,2018,,vaporfly_4
Rebecca Wade,W,United States,,london,9301,2018,,vaporfly_4
Rebecca Murray,W,United Kingdom,,london,9577,2018,,vaporfly_4
Liz Costello,W,United States,,london,9604,2018,,vaporfly_4
Eliud Kipchoge,M,Kenya,,london,7357,2019,,vaporfly_next
Mosinet Geremew,M,Ethiopia,,london,7375,2019,,vaporfly_next
Mule Wasihun,M,Ethiopia,,london,7396,2019,,vaporfly_next
Shura Kitata,M,Ethiopia,,london,7501,2019,,vaporfly_next
Mo Farah,M,United Kingdom,,london,7539,2019,,vaporfly_next
Tamirat Tola,M,Ethiopia,,london,7617,2019,,vaporfly_next
Bashir Abdi,M,Belgium,,london,7623,2019,,vaporfly_next
Leul Gebresilase,M,Ethiopia,,london,7635,2019,,vaporfly_next
Yassine Rachik,M,Italy,,london,7685,2019,,vaporfly_next
Callum Hawkins,M,United Kingdom,,london,7694,2019,,vaporfly_next
Brigid Kosgei,W,Kenya,,london,8300,2019,,vaporfly_next
Vivian Cheruiyot,W,Kenya,,london,8414,2019,,vaporfly_next
Roza Dereje,W,Ethiopia,,london,8451,2019,,vaporfly_next
Gladys Cherono Kiprono,W,Kenya,,london,8452,2019,,vaporfly_next
Mary Jepkosgei Keitany,W,Kenya,,london,8458,2019,,vaporfly_next
Emily Sisson,W,United States,,london,8588,2019,,vaporfly_next
Sinead Diver,W,Australia,,london,8651,2019,,vaporfly_next
Carla Salomé Rocha,W,Portugal,,london,8687,2019,,vaporfly_next
Birhane Dibaba,W,Ethiopia,,london,8704,2019,,vaporfly_next
Charlotte Purdue,W,United Kingdom,,london,8738,2019,,vaporfly_next
Shura Kitata,M,Ethiopia,,london,7541,2020,,super_shoe_unknown_brand
Vincent Kipchumba,M,Kenya,,london,7542,2020,,super_shoe_unknown_brand
Sisay Lemma,M,Ethiopia,,london,7545,2020,,super_shoe_unknown_brand
Mosinet Geremew,M,Ethiopia,,london,7564,2020,,super_shoe_unknown_brand
Mule Wasihun,M,Ethiopia,,london,7568,2020,,super_shoe_unknown_brand
Tamirat Tola,M,Ethiopia,,london,7601,2020,,super_shoe_unknown_brand
Benson Kipruto,M,Kenya,,london,7602,2020,,super_shoe_unknown_brand
Eliud Kipchoge,M,Kenya,,london,7609,2020,,super_shoe_unknown_brand
Sondre Nordstad Moen,M,Norway,,london,7741,2020,,super_shoe_unknown_brand
Marius Kipserem,M,Kenya,,london,7765,2020,,super_shoe_unknown_brand
Brigid Kosgei,W,Kenya,,london,8338,2020,,super_shoe_unknown_brand
Sara Hall,W,United States,,london,8521,2020,,super_shoe_unknown_brand
Ruth Chepng'etich,W,Kenya,,london,8525,2020,,super_shoe_unknown_brand
Ashete Bekere,W,Ethiopia,,london,8571,2020,,super_shoe_unknown_brand
Alemu Megertu,W,Ethiopia,,london,8663,2020,,super_shoe_unknown_brand
Molly Seidel,W,United States,,london,8713,2020,,super_shoe_unknown_brand
Gerda Steyn,W,South Africa,,london,8811,2020,,super_shoe_unknown_brand
Sinead Diver,W,Australia,,london,8827,2020,,super_shoe_unknown_brand
Darya Mykhaylova,W,Ukraine,,london,8849,2020,,super_shoe_unknown_brand
Valary Jemeli,W,Kenya,,london,8898,2020,,super_shoe_unknown_brand
Patricia Eachus,W,Switzerland,,london,7358,2020,,super_shoe_unknown_brand
Margriet van den Broek,W,Netherlands,,london,7805,2020,,super_shoe_unknown_brand
Sisay Lemma,M,Ethiopia,,london,7441,2021,,super_shoe_unknown_brand
Vincent Kipchumba,M,Kenya,,london,7468,2021,,super_shoe_unknown_brand
Mosinet Geremew,M,Ethiopia,,london,7481,2021,,super_shoe_unknown_brand
Evans Chebet,M,Kenya,,london,7543,2021,,super_shoe_unknown_brand
Birhanu Legese,M,Ethiopia,,london,7570,2021,,super_shoe_unknown_brand
Shura Kitata,M,Ethiopia,,london,7671,2021,,super_shoe_unknown_brand
Philip Sesemann,M,United Kingdom,,london,7978,2021,,super_shoe_unknown_brand
Josh Griffiths,M,United Kingdom,,london,8019,2021,,super_shoe_unknown_brand
Matthew Leach,M,United Kingdom,,london,8131,2021,,super_shoe_unknown_brand
Andrew Davies,M,United Kingdom,,london,8136,2021,,super_shoe_unknown_brand
Joyciline Jepkosgei,W,Kenya,,london,8263,2021,,super_shoe_unknown_brand
Degitu Azimeraw,W,Ethiopia,,london,8278,2021,,super_shoe_unknown_brand
Ashete Bekere,W,Ethiopia,,london,8298,2021,,super_shoe_unknown_brand
Brigid Kosgei,W,Kenya,,london,8320,2021,,super_shoe_unknown_brand
Lonah Chemtai Salpeter,W,Israel,,london,8334,2021,,super_shoe_unknown_brand
Valary Jemeli,W,Kenya,,london,8435,2021,,super_shoe_unknown_brand
Joan Melly,W,Kenya,,london,8483,2021,,super_shoe_unknown_brand
Zeineba Yimer,W,Ethiopia,,london,8500,2021,,super_shoe_unknown_brand
Tigist Girma,W,Ethiopia,,london,8565,2021,,super_shoe_unknown_brand
